1,1.0372854086359
2,2.374991514889504
3,2.3623046744311504
4,1.6871941624133802
6,2.1749235166089522
7,2.128236788579764
10,1.3350305854637656
11,1.9764958191052031
13,1.9977343606755968
16,2.470952011838696
17,1.851596755138461
21,2.4926615442155615
22,2.135437844942566
23,1.4607715319210337
24,1.9379149529504318
26,2.6262998140227385
28,1.4319695568245645
29,2.2458580282633256
30,2.2060722090601987
31,2.139830070705749
33,1.2844021516814306
36,1.5958011035511948
38,1.5441388375292235
39,2.010641144023234
40,1.9443631703674924
41,1.7814389257196863
42,1.5887966821193151
43,3.0232447200946178
46,2.025749270140908
48,2.4726137677343387
49,1.5208779234116474
53,1.3194429079828978
56,1.1536207761983337
58,1.3602411717745624
60,2.2038578309951977
62,3.203369667556319
63,1.9828126568923963
64,1.5222344129194858
67,2.036435699812306
70,1.4988340823210895
73,1.9482628857274242
75,1.9615031560932101
76,2.3517278975053073
78,2.864805981252215
80,2.175513158507239
82,1.9820855076552153
86,1.8539473353484215
91,1.2738029726768123
95,2.0966219544719014
96,1.2450105433236827
97,1.6418673247078135
98,2.1531456440643457
102,1.6622510753848645
105,1.5313513036214914
106,2.4964223509796817
111,2.307313250148105
112,2.281670619223986
113,1.6371299741610552
114,2.0211390842000503
115,0.946893176648949
116,2.3223459690609802
117,3.2656053868198027
131,2.4500295284328826
132,1.2510783494128677
133,2.629009966786059
135,1.4217912658814047
138,2.267937428485331
139,2.697576010196067
140,1.2930475192813722
142,1.4713990595054725
143,3.0416435369250214
144,2.9352369280137998
145,0.9617484601887545
149,1.1200951407863937
152,2.00254884263954
153,1.2116843411170986
155,1.6948962410024655
157,2.33275012861886
159,1.7030434262025598
160,2.4086623889605225
161,1.3476453570631366
164,2.5566790374412527
165,1.300753914791216
166,1.7939632507257468
168,2.4680045516525233
169,1.735521196438485
170,1.748601234001721
175,2.9443886412693487
176,2.018769629927596
177,2.084677409262291
179,1.675526879184468
180,2.6632517456891245
182,1.9962342175661063
183,1.6414230256521456
186,2.387584799179854
190,1.3803868623900528
191,2.1582153534561512
192,1.5655198898475433
193,2.5047133365718115
195,1.6746581368241773
196,1.7274934477556394
197,3.156565567879382
199,1.3218414019921705
200,1.2038130878525588
201,2.084111714637044
202,1.1380513130600622
203,1.9339930093398623
207,1.4007093345576405
210,2.188022346364454
211,1.084608204149156
212,1.9093205423958217
216,1.8119742249316895
219,1.9762996233413832
225,1.7858479377330463
230,1.1617541589925837
232,1.5073746812749795
235,1.9877957251630025
236,2.506729695286851
237,3.376660300780923
238,2.347793929395009
240,2.3948916703755674
243,2.4389825651839225
245,1.9321437604156235
248,2.487850635090256
250,3.314047584857841
255,2.1024467034496315
